-529.4597244262695, 399.4472885131836, 646.0984039306641, 90.0, 89.37495422363281, 90.0, 0
-528.9158935546875, 399.3835906982422, 646.1006317138672, 87.94524383544922, 89.35708618164062, 87.94537811279297, 1
-527.4375457763672, 399.2095184326172, 646.1041412353516, 82.92008209228516, 89.30475769042968, 82.92061004638673, 2
-525.0498733520508, 398.92650604248047, 646.1052856445312, 76.24703674316406, 89.21128692626952, 76.2483154296875, 3
-521.7781753540039, 398.5361099243164, 646.1002197265625, 69.3133331298828, 89.07069244384766, 69.3158477783203, 4
-517.6475143432617, 398.0398178100586, 646.085205078125, 63.0713996887207, 88.88007354736328, 63.07582092285156, 5
-512.5674896240234, 397.42435455322266, 646.0540618896484, 58.066391754150395, 88.63268127441405, 58.073767852783206, 6
-506.6861114501953, 396.70642852783203, 646.0045318603516, 54.103670501708976, 88.33784790039063, 54.11520919799805, 7
-500.0284652709961, 395.88755798339844, 645.9328002929688, 51.00475234985351, 87.9979995727539, 51.021960449218746, 8
-492.62085723876953, 394.9693298339844, 645.8351440429688, 48.582689666748045, 87.6155532836914, 48.60738830566407, 9
-484.48814392089844, 393.9531707763672, 645.7077789306641, 46.677799224853516, 87.19268798828125, 46.71214294433594, 10
-475.56016540527344, 392.8271789550781, 645.5415954589844, 45.207839202880855, 86.72624359130859, 45.25474166870117, 11
-465.9654998779297, 391.60682678222656, 645.337158203125, 44.018306732177734, 86.22377471923829, 44.080727386474614, 12
-455.7299270629883, 390.29366302490234, 645.0906982421875, 43.04485855102539, 85.68704223632812, 43.12612533569336, 13
-444.8804244995117, 388.88939666748047, 644.7984924316406, 42.23933181762695, 85.11779174804687, 42.34314804077148, 14
-433.44234466552734, 387.39551544189453, 644.4566345214844, 41.565303802490234, 84.51763916015625, 41.69573974609375, 15
-421.3642578125, 385.80116271972656, 644.0532989501953, 41.00691223144532, 83.88420257568359, 41.16909713745117, 16
-408.75598144531244, 384.1207275390625, 643.5917510986328, 40.52709808349609, 83.22344207763672, 40.725914764404294, 17
-395.6451950073242, 382.3560028076172, 643.0683898925781, 40.11069793701172, 82.53702545166016, 40.35137252807617, 18
-382.05664825439453, 380.5084228515625, 642.4793090820312, 39.74568481445313, 81.82642974853516, 40.033773040771486, 19
-368.0189895629883, 378.57994079589844, 641.8209075927734, 39.42259216308594, 81.09334564208984, 39.76395797729492, 20
-353.4967651367188, 376.56029510498047, 641.0780639648438, 39.137701416015624, 80.3363006591797, 39.53942947387696, 21
-338.5850067138672, 374.4634475708008, 640.2574005126953, 38.87969665527344, 79.56028442382812, 39.34826889038086, 22
-323.30689239501953, 372.2905578613281, 639.3549194335938, 38.64380645751953, 78.76669158935547, 39.18595504760742, 23
-307.6902084350586, 370.04345703125, 638.3669586181641, 38.42617340087891, 77.95714569091797, 39.04883193969727, 24
-291.76156997680664, 367.7238082885742, 637.2898101806641, 38.223594665527344, 77.13320922851562, 38.93387222290039, 25
-275.50917053222656, 365.3231658935547, 636.1057434082031, 38.03482894897461, 76.2947509765625, 38.84104690551758, 26
-259.0038146972656, 362.8535919189453, 634.8239593505859, 37.85574417114258, 75.44537353515625, 38.76530380249023, 27
-242.2725982666015, 360.3168716430664, 633.440803527832, 37.684577178955074, 74.58665466308592, 38.70494537353516, 28
